City,Lat,Lng,Max Temp,Cloudiness,Wind Speed,Country,Humidity,Date
Ekuvukeni,-28.4675,30.1551,41.85,0,0.67,ZA,73,1658705190
Makkah al Mukarramah,21.4267,39.8261,83.84,80,9.86,SA,67,1658704919
Mitchell,43.7094,-98.0298,82.38,0,10.36,US,42,1658704898
Luan,46.3592,6.9759,66.83,0,4.61,CH,66,1658705191
Auki,-8.7676,160.7034,85.26,9,3.69,SB,60,1658705191
Vanavara,60.34,102.2797,60.44,34,2.42,RU,76,1658705191
Slave Lake,55.2834,-114.769,71.58,75,11.5,CA,60,1658705192
Tocopilla,-22.092,-70.1979,61.47,20,5.61,CL,72,1658705192
Stepnyak,52.8339,70.7803,59.47,2,4.72,KZ,76,1658705192
Emilio Carranza,19.9711,-96.6114,83.91,83,14.03,MX,68,1658705193
Cartagena,10.3997,-75.5144,80.22,75,0.0,CO,83,1658705193
Plettenberg Bay,-34.0527,23.3716,52.92,35,4.07,ZA,77,1658705193
Arang,21.2,81.9667,75.36,100,6.11,IN,92,1658705193
Mitsamiouli,-11.3847,43.2844,75.36,4,4.38,KM,68,1658705194
Santoña,43.4439,-3.4576,71.53,99,11.23,ES,84,1658705194
Flinders,-34.5833,150.8552,56.05,4,5.99,AU,92,1658705194
Golden,39.7555,-105.2211,71.04,75,11.5,US,89,1658705195
Atbasar,51.8,68.3333,64.67,35,3.58,KZ,60,1658705195
Avigliano,40.7329,15.72,65.66,0,3.78,IT,69,1658705195
Green River,41.5286,-109.4662,77.18,100,8.99,US,47,1658705195
Acarí,-15.4311,-74.6158,64.89,10,4.5,PE,73,1658704991
Aracaju,-10.9111,-37.0717,76.95,20,10.36,BR,65,1658705196
Ylivieska,64.0833,24.55,57.31,31,3.22,FI,83,1658705196
Kapuskasing,49.4169,-82.4331,60.89,100,10.36,CA,88,1658705196
Doha,25.2867,51.5333,91.38,0,8.05,QA,64,1658705031
West Wendover,40.7391,-114.0733,94.21,0,20.71,US,20,1658705197
Sur,22.5667,59.5289,87.53,92,6.2,OM,71,1658705197
Turukhansk,65.8167,87.9833,53.65,95,12.66,RU,80,1658705197
Comodoro Rivadavia,-45.8667,-67.5,28.26,0,4.61,AR,93,1658705079
Biltine,14.5333,20.9167,86.79,45,9.08,TD,47,1658705167
Kashgar,39.4547,75.9797,90.61,40,17.9,CN,12,1658705198
Husavik,66.0449,-17.3389,46.56,96,3.27,IS,87,1658705198
Adrar,20.5022,-10.0711,97.72,4,9.15,MR,6,1658705198
Acapulco de Juárez,16.8634,-99.8901,85.82,75,9.22,MX,70,1658705199
Harindānga,22.0383,88.3214,80.82,100,7.02,IN,86,1658705199
Tual,-5.6667,132.75,79.47,92,19.19,ID,85,1658705199
São Joaquim,-28.2939,-49.9317,54.55,70,2.26,BR,93,1658705200
Springbok,-29.6643,17.8865,50.22,0,15.1,ZA,25,1658705200
Sisimiut,66.9395,-53.6735,47.25,48,9.46,GL,78,1658705200
Spas-Demensk,54.4122,34.0226,61.61,100,3.69,RU,99,1658705201
Amuntai,-2.4177,115.2494,72.25,7,0.94,ID,90,1658705201
Newcastleton,55.1796,-2.8127,60.04,97,13.67,GB,96,1658705201
Tura,25.5198,90.2201,73.35,100,3.18,IN,98,1658705044
West Odessa,31.8424,-102.4988,98.4,20,14.97,US,26,1658705201
Kaitangata,-46.2817,169.8464,42.31,88,5.5,NZ,91,1658705146
Acajutla,13.5928,-89.8275,83.84,97,3.67,SV,74,1658705202
Takoradze,4.8845,-1.7554,73.27,37,7.58,GH,87,1658705202
Chulumani,-16.4096,-67.5263,63.9,33,1.28,BO,80,1658705202
Pimentel,-6.8367,-79.9342,62.89,75,16.11,PE,82,1658705203
Pedro II,-4.4247,-41.4586,79.48,100,3.71,BR,41,1658705203
Caarapó,-22.6342,-54.8222,72.25,95,7.63,BR,43,1658705203
Navalmoral de la Mata,39.8916,-5.5406,80.69,60,4.18,ES,20,1658705204
Raudeberg,61.9875,5.1352,59.95,99,14.14,NO,84,1658705204
Sinnamary,5.3833,-52.95,77.59,99,8.12,GF,88,1658705204
Lakes Entrance,-37.8811,147.981,48.16,90,3.42,AU,69,1658705204
Mildura,-34.2,142.15,54.07,100,6.35,AU,85,1658705205
Ryazan,54.6197,39.74,73.89,100,4.41,RU,55,1658705205
Nuuk,64.1835,-51.7216,47.88,100,5.75,GL,87,1658705205
Oga,46.4631,10.347,63.28,7,2.89,IT,92,1658705206
Marsá Maţrūḩ,31.3525,27.2453,77.2,0,10.36,EG,69,1658705206
Buala,-8.145,159.5921,84.72,15,8.32,SB,69,1658705206
Noyabrsk,63.1994,75.4507,47.35,7,10.87,RU,89,1658705206
Egvekinot,66.3167,-179.1667,42.44,96,4.99,RU,62,1658705207
Laas,46.6166,10.7002,70.68,19,2.28,IT,92,1658705207
Caravelas,-17.7125,-39.2481,70.0,90,5.5,BR,81,1658705087
Chauk,20.8833,94.8167,79.14,88,5.37,MM,80,1658705207
Carballo,43.213,-8.691,65.86,59,3.04,ES,95,1658705208
Rhyl,53.3196,-3.4886,63.84,96,12.73,GB,81,1658705208
Mwene-Ditu,-7.0,23.45,73.83,65,4.32,CD,37,1658705208
Arrondissement de Fontenay-le-Comte,46.5833,-1.0,67.64,59,8.19,FR,80,1658705209
Cocobeach,1.0002,9.5823,75.0,89,6.44,GA,78,1658705209
Merrill,45.1805,-89.6835,73.67,100,10.36,US,59,1658705209
Gaza,31.5,34.4667,74.88,0,4.0,PS,74,1658705209
Padang,-0.9492,100.3543,76.64,100,4.05,ID,90,1658705210
Mandeville,18.0417,-77.5071,75.33,100,1.34,JM,78,1658704910
Pierre,44.3683,-100.351,85.12,0,5.75,US,35,1658705210
Labé,11.3182,-12.2833,66.29,99,1.36,GN,96,1658705210
Say,13.1007,2.3689,86.56,24,8.32,NE,68,1658705211
Iskateley,67.6803,53.1512,49.12,100,10.92,RU,85,1658705211
Ketchikan,55.3422,-131.6461,61.27,100,12.66,US,88,1658705211
Coron,11.9986,120.2043,80.38,73,1.66,PH,83,1658705212
Kadoma,34.7333,135.5833,85.64,75,5.75,JP,63,1658705212
Iława,53.596,19.5685,58.78,96,1.59,PL,88,1658705212
Labuan,5.2767,115.2417,77.36,75,3.44,MY,94,1658705213
Neringa,55.3719,21.0647,64.35,100,12.57,LT,77,1658705213
Mastic Beach,40.7668,-72.8521,86.54,98,18.99,US,87,1658705213
Quang Ngai,15.1167,108.8,75.99,76,4.65,VN,86,1658705213
Kununurra,-15.7667,128.7333,55.38,16,0.0,AU,76,1658705214
Thongwa,16.7619,96.5278,78.96,58,0.98,MM,85,1658705214
Vostok,46.4856,135.8833,66.36,100,0.72,RU,85,1658705214
Salinas,36.6777,-121.6555,85.57,20,16.11,US,64,1658705215
Lloydminster,53.2835,-110.0016,79.02,75,14.97,CA,41,1658705215
Bilma,18.6853,12.9164,93.13,3,11.68,NE,14,1658705215
Southbridge,42.0751,-72.0334,90.21,69,4.0,US,61,1658705216
Markala,13.7021,-6.0659,77.25,100,8.95,ML,79,1658705216
Geraldton,-28.7667,114.6,43.21,4,13.8,AU,93,1658705216
Ikalamavony,-21.15,46.5833,57.22,17,4.25,MG,89,1658705216
Province of Mantua,45.1667,10.7833,83.44,9,3.0,IT,70,1658705217
Kisesa,-3.0833,34.15,67.44,40,6.15,TZ,47,1658705217
Singaraja,-8.112,115.0882,72.0,49,5.01,ID,75,1658705217
Honningsvåg,70.9821,25.9704,49.75,100,5.75,NO,81,1658705066
Hvide Sande,56.0045,8.1294,61.09,90,15.84,DK,86,1658705218
Nantucket,41.2835,-70.0995,80.71,75,14.97,US,93,1658705189
Peniche,39.3558,-9.3811,68.29,23,13.27,PT,86,1658705146
Lavrentiya,65.5833,-171.0,42.96,100,9.98,RU,87,1658705218
Edirne,41.6772,26.556,71.8,3,6.2,TR,48,1658705219
Nome,64.5011,-165.4064,53.17,75,8.05,US,76,1658705219
Havelock,34.8791,-76.9013,82.94,0,12.66,US,83,1658705117
Kruisfontein,-34.0033,24.7314,51.89,52,4.03,ZA,83,1658705219
Yuncheng,35.0231,110.9928,76.53,29,4.21,CN,73,1658705220
Manggar,-2.8833,108.2667,79.65,66,13.6,ID,84,1658705220
Srednekolymsk,67.45,153.6833,69.62,69,10.38,RU,34,1658705220
Dehlorān,32.6941,47.2679,91.15,0,5.32,IR,10,1658705221
Krasnaya Gorbatka,55.8703,41.7641,64.9,52,3.49,RU,79,1658705221
Zhezkazgan,47.8043,67.7144,72.14,28,11.25,KZ,30,1658705221
Saint-Joseph,-21.3667,55.6167,63.21,25,10.07,RE,79,1658705221
Bahía Solano,6.2262,-77.4044,79.16,98,6.06,CO,85,1658705222
College,64.8569,-147.8028,72.07,75,5.75,US,38,1658705222
La Ronge,55.1001,-105.2842,66.42,100,6.91,CA,72,1658705222
La Romana,18.4273,-68.9728,75.56,75,0.0,DO,100,1658705192
Oktyabr'skiy,54.4815,53.471,63.3,15,2.24,RU,84,1658705223
Sibolga,1.7427,98.7792,74.68,61,3.02,ID,90,1658705223
Usinsk,65.9939,57.5281,50.49,99,9.42,RU,68,1658705223
Manzhouli,49.6,117.4333,65.25,75,13.11,CN,82,1658705224
Ryōtsu-minato,38.0833,138.4333,78.91,62,1.74,JP,72,1658705224
Ust-Tsilma,65.441,52.1498,47.89,51,3.49,RU,81,1658705224
Svetlaya,46.5389,138.3297,66.67,13,3.33,RU,82,1658705224
Goālpāra,26.1667,90.6167,76.33,100,3.31,IN,95,1658705225
Yangi Marg`ilon,40.4272,71.7189,83.12,0,6.91,UZ,21,1658705225
Barrhead,55.7992,-4.3929,61.02,75,9.22,GB,90,1658705225
Khani,41.9563,42.9566,54.97,75,4.09,GE,93,1658705226
Inírida,3.8653,-67.9239,72.99,100,1.57,CO,94,1658705226
Sokoto,13.0609,5.239,82.9,58,10.2,NG,61,1658705226
Vieques,18.425,-65.8329,83.1,40,11.5,PR,78,1658705227
Dalvik,65.9702,-18.5286,48.13,95,2.19,IS,89,1658705227
Puerto Escondido,15.85,-97.0667,76.03,100,5.75,MX,73,1658705227
Atambua,-9.1061,124.8925,68.04,40,4.83,ID,69,1658705227
Lufilufi,-13.8745,-171.5986,82.18,97,20.87,WS,81,1658705228
Bolshoy Lug,52.0779,104.0919,55.58,100,0.83,RU,90,1658705228
Nabire,-3.3667,135.4833,78.67,97,2.48,ID,84,1658705105
Salisbury,51.0693,-1.7957,66.65,75,13.8,GB,85,1658705145
Mongu,-15.2484,23.1274,57.69,0,5.75,ZM,40,1658705228
Fort-Shevchenko,44.5086,50.263,73.94,0,9.8,KZ,71,1658705229
Trindade,-16.6494,-49.4889,78.55,1,5.12,BR,34,1658705229
Kiruna,67.8557,20.2251,47.32,100,0.0,SE,100,1658705229
Mezen',65.8522,44.24,46.69,99,4.59,RU,96,1658705230
Morón,-34.6534,-58.6198,59.02,100,9.24,AR,98,1658705181
Erenhot,43.6475,111.9767,77.95,86,2.98,CN,32,1658705230
Cairns,-16.9167,145.7667,74.07,100,9.22,AU,77,1658705230
Agirish,61.9247,63.0231,52.65,74,4.38,RU,88,1658705231
Dickinson,29.4608,-95.0513,95.02,20,12.66,US,64,1658705231
Kenai,60.5544,-151.2583,68.02,75,11.5,US,57,1658705231
Ridgecrest,35.6225,-117.6709,107.65,75,8.05,US,7,1658705231
Opotiki,-38.0833,177.2833,54.23,100,6.35,NZ,74,1658705232
Chardara,41.2547,67.9692,80.98,0,10.83,KZ,30,1658705232
Kysyl-Syr,63.8986,122.7617,66.0,21,5.37,RU,64,1658705232
Qobustan,40.0824,49.412,75.2,98,9.89,AZ,58,1658705233
Lalibela,12.0333,39.0333,59.36,83,2.8,ET,85,1658705233
Pitkyaranta,61.5734,31.4792,58.69,100,5.73,RU,97,1658705233
Kiryat Gat,31.61,34.7642,78.4,0,1.86,IL,100,1658705234
Ngorongoro,-3.2397,35.4875,45.28,10,5.48,TZ,88,1658705233
Palāsa,18.7667,84.4167,79.74,100,3.15,IN,83,1658705054
Trelew,-43.249,-65.3051,42.3,100,9.71,AR,74,1658705234
Wiarton,44.7407,-81.1332,75.65,75,11.5,CA,83,1658705234
Genhe,50.7833,121.5167,65.52,0,3.56,CN,79,1658705235
Tucupita,9.0622,-62.051,74.52,55,3.69,VE,96,1658705235
Broome,42.2506,-75.833,78.01,0,9.22,US,72,1658705235
Pozo Colorado,-23.4923,-58.7972,81.55,100,5.59,PY,31,1658705235
Médéa,36.2642,2.7539,75.76,0,1.7,DZ,45,1658705236
Dunnville,42.9001,-79.6163,85.08,62,26.22,CA,65,1658705236
